Date,Time,Close,High,Low,Open,Volume
2016.06.27,02:00,1.10121,1.10494,1.10043,1.10396,9317
2016.06.27,03:00,1.0999,1.10151,1.0994,1.1012,8019
2016.06.27,04:00,1.10009,1.10106,1.09841,1.0999,4799
2016.06.27,05:00,1.10285,1.10301,1.10007,1.10009,4641
2016.06.27,06:00,1.10136,1.10326,1.09996,1.10285,5290
2016.06.27,07:00,1.10389,1.10402,1.10135,1.10136,4931
2016.06.27,08:00,1.10415,1.10595,1.10145,1.1039,11118
2016.06.27,09:00,1.10646,1.10676,1.1041,1.10417,14434
2016.06.27,10:00,1.1051,1.10835,1.10334,1.10647,14208
2016.06.27,11:00,1.10343,1.10509,1.10184,1.10509,14035
2016.06.27,12:00,1.10138,1.10349,1.10029,1.10343,13156
2016.06.27,13:00,1.09928,1.10204,1.09816,1.10138,9790
2016.06.27,14:00,1.09919,1.10047,1.09704,1.0993,13094
2016.06.27,15:00,1.10141,1.10213,1.09878,1.09918,14119
2016.06.27,16:00,1.0973,1.10286,1.09721,1.10144,13307
2016.06.27,17:00,1.10218,1.10231,1.09718,1.09729,11720
2016.06.27,18:00,1.10378,1.10439,1.10172,1.1022,9162
2016.06.27,19:00,1.10058,1.10398,1.10009,1.10378,7276
2016.06.27,20:00,1.10027,1.10231,1.09954,1.10057,6848
2016.06.27,21:00,1.10173,1.10204,1.09996,1.10028,5595
2016.06.27,22:00,1.10239,1.10255,1.10144,1.1017,3381
2016.06.27,23:00,1.10206,1.10285,1.10173,1.10227,835
2016.06.28,00:00,1.101,1.10248,1.10099,1.10212,2955
2016.06.28,01:00,1.10134,1.10186,1.101,1.101,1663
2016.06.28,02:00,1.10198,1.10256,1.10127,1.10134,3174
2016.06.28,03:00,1.10426,1.10531,1.10174,1.10193,6182
2016.06.28,03:00,1.10426,1.10531,1.10174,1.10193,6182
2016.06.28,04:00,1.10506,1.1059,1.10395,1.10426,4790
2016.06.28,05:00,1.10562,1.1057,1.10427,1.10511,3474
2016.06.28,06:00,1.10615,1.10638,1.10542,1.10564,3016
2016.06.28,07:00,1.10611,1.10637,1.10526,1.10615,3633
2016.06.28,08:00,1.10701,1.10753,1.10473,1.1061,7580
2016.06.28,09:00,1.10687,1.1077,1.10536,1.10699,11537
2016.06.28,10:00,1.10532,1.10793,1.10528,1.10686,8377
2016.06.28,11:00,1.10928,1.10933,1.10532,1.10532,7772
2016.06.28,12:00,1.10884,1.11116,1.10857,1.10927,9185
2016.06.28,13:00,1.10708,1.10923,1.10703,1.10884,6783
2016.06.28,14:00,1.10713,1.10845,1.10634,1.10709,9714
2016.06.28,15:00,1.10579,1.1072,1.10521,1.10713,10115
2016.06.28,16:00,1.10516,1.10722,1.10481,1.1058,10506
2016.06.28,17:00,1.10519,1.10595,1.1036,1.10514,10278
2016.06.28,18:00,1.10521,1.10665,1.10445,1.10524,6288
2016.06.28,19:00,1.10403,1.10562,1.10399,1.10525,4292
2016.06.28,20:00,1.10468,1.10555,1.10346,1.10404,4394
2016.06.28,21:00,1.10778,1.10794,1.10458,1.10466,5127
2016.06.28,22:00,1.10634,1.10904,1.10632,1.10778,2898
2016.06.28,23:00,1.1078,1.10815,1.10612,1.10632,1910
2016.06.29,00:00,1.1073,1.10788,1.10697,1.10788,2811
2016.06.29,01:00,1.10753,1.10766,1.10717,1.10733,1191
2016.06.29,02:00,1.10621,1.10764,1.1059,1.10753,3966
2016.06.29,03:00,1.10517,1.1067,1.1049,1.10622,4268
2016.06.29,03:00,1.10517,1.1067,1.1049,1.10622,4268
2016.06.29,04:00,1.1065,1.1065,1.10493,1.10516,2764
2016.06.29,05:00,1.10671,1.1069,1.10622,1.1065,2531
2016.06.29,06:00,1.10671,1.10682,1.10624,1.1067,2077
2016.06.29,07:00,1.10561,1.10693,1.10544,1.10673,3268
2016.06.29,08:00,1.10694,1.10798,1.10525,1.10561,5479
2016.06.29,09:00,1.10717,1.11031,1.10619,1.10697,11127
2016.06.29,10:00,1.10615,1.10777,1.10594,1.10717,8034
2016.06.29,11:00,1.10643,1.10677,1.10515,1.10614,8432
2016.06.29,12:00,1.10886,1.10966,1.10636,1.10643,9552
2016.06.29,13:00,1.10859,1.1096,1.10698,1.10888,8055
2016.06.29,13:00,1.10859,1.1096,1.10698,1.10888,8055
2016.06.29,14:00,1.10814,1.11115,1.10799,1.10862,11251
2016.06.29,15:00,1.11179,1.11195,1.1074,1.10819,12859
2016.06.29,16:00,1.11042,1.11302,1.10899,1.11179,11946
2016.06.29,17:00,1.11166,1.1124,1.11003,1.11034,10108
2016.06.29,18:00,1.10975,1.11165,1.10935,1.11165,5740
2016.06.29,19:00,1.11137,1.11145,1.10917,1.10977,5232
2016.06.29,20:00,1.11066,1.11142,1.11038,1.11137,3238
2016.06.29,21:00,1.11019,1.11102,1.1097,1.11068,3594
2016.06.29,22:00,1.11228,1.11251,1.11001,1.11019,2954
2016.06.29,23:00,1.11265,1.11265,1.11127,1.11228,1395
2016.06.30,00:00,1.11232,1.1127,1.11206,1.11265,1762
2016.06.30,01:00,1.11218,1.1127,1.11192,1.11234,1650
2016.06.30,02:00,1.11093,1.11234,1.11086,1.11219,3258
2016.06.30,03:00,1.11078,1.11124,1.11048,1.11093,3043
2016.06.30,04:00,1.1108,1.11196,1.11055,1.11078,2681
2016.06.30,05:00,1.1103,1.11105,1.10986,1.11079,2362
2016.06.30,06:00,1.11017,1.11081,1.10999,1.11031,1965
2016.06.30,07:00,1.10854,1.11022,1.10853,1.11017,3774
2016.06.30,08:00,1.11071,1.11134,1.10847,1.10855,6088
2016.06.30,09:00,1.11156,1.11197,1.10865,1.11071,10134
2016.06.30,10:00,1.11207,1.11348,1.111,1.11156,8400
2016.06.30,11:00,1.11266,1.11376,1.111,1.11206,9869
2016.06.30,12:00,1.11445,1.11543,1.11263,1.11265,7731
2016.06.30,13:00,1.11043,1.11542,1.1098,1.11447,9017
2016.06.30,14:00,1.11124,1.1118,1.10766,1.11041,11547
2016.06.30,15:00,1.11158,1.1119,1.10898,1.11125,10142
2016.06.30,16:00,1.11175,1.11239,1.10898,1.11158,12044
2016.06.30,17:00,1.10344,1.11199,1.10318,1.11183,16433
2016.06.30,17:00,1.10344,1.11199,1.10318,1.11183,16433
2016.06.30,18:00,1.10728,1.10832,1.10239,1.10341,16564
2016.06.30,19:00,1.10501,1.10779,1.10352,1.10725,7573
2016.06.30,20:00,1.10799,1.10815,1.10484,1.10502,7383
2016.06.30,21:00,1.10935,1.10991,1.10762,1.10792,5389
2016.06.30,22:00,1.11068,1.11071,1.10874,1.10935,3186
2016.06.30,23:00,1.1102,1.11074,1.1095,1.11059,880
2016.07.01,00:00,1.10987,1.11084,1.10944,1.1102,2561
2016.07.01,01:00,1.11023,1.11079,1.10979,1.10981,2163
2016.07.01,02:00,1.11115,1.11162,1.11013,1.11023,3618
2016.07.01,03:00,1.11045,1.11166,1.11035,1.11117,2747
2016.07.01,04:00,1.11034,1.11057,1.11,1.11046,1561
2016.07.01,05:00,1.109,1.11052,1.10895,1.11034,1821
2016.07.01,06:00,1.10996,1.11002,1.10869,1.10898,1865
2016.07.01,07:00,1.10802,1.11002,1.10788,1.10995,2903
2016.07.01,08:00,1.10882,1.10947,1.10718,1.10803,5902
2016.07.01,09:00,1.11066,1.11167,1.10851,1.10882,9801
2016.07.01,10:00,1.11053,1.11147,1.10943,1.11067,8482
2016.07.01,11:00,1.11062,1.11136,1.1101,1.1105,6257
2016.07.01,12:00,1.1123,1.11241,1.11018,1.11062,6465
2016.07.01,12:00,1.1123,1.11241,1.11018,1.11062,6465
2016.07.01,13:00,1.11196,1.11385,1.1115,1.11231,7252
2016.07.01,14:00,1.11319,1.11439,1.1119,1.11197,8138
2016.07.01,15:00,1.11525,1.11692,1.11319,1.11319,9515
2016.07.01,16:00,1.11323,1.11558,1.11125,1.115,11867
2016.07.01,17:00,1.11439,1.11526,1.11308,1.11323,7744
2016.07.01,18:00,1.11352,1.1155,1.11321,1.1144,6707
2016.07.01,19:00,1.11267,1.11484,1.11249,1.11358,5140
2016.07.01,20:00,1.11247,1.11313,1.11176,1.11268,3606
2016.07.01,21:00,1.1134,1.11396,1.11226,1.11245,3199
2016.07.04,00:00,1.11294,1.1137,1.11251,1.11324,2520
2016.07.04,01:00,1.11272,1.1137,1.11259,1.11296,1667
2016.07.04,02:00,1.1129,1.11328,1.11251,1.11272,2589
2016.07.04,03:00,1.11351,1.11379,1.11273,1.11291,2572
2016.07.04,04:00,1.11374,1.11441,1.1135,1.1135,3027
2016.07.04,05:00,1.11375,1.11395,1.11364,1.11373,1501
2016.07.04,06:00,1.11352,1.11393,1.11345,1.11377,1320
2016.07.04,07:00,1.11356,1.11439,1.11331,1.11352,2079
2016.07.04,08:00,1.1119,1.11422,1.11187,1.11354,3803
2016.07.04,09:00,1.11224,1.11347,1.11185,1.11192,5626
2016.07.04,10:00,1.11084,1.11262,1.10977,1.11224,6105
2016.07.04,10:00,1.11084,1.11262,1.10977,1.11224,6105
2016.07.04,11:00,1.11291,1.11329,1.1104,1.11084,4642
2016.07.04,12:00,1.11224,1.11332,1.11215,1.1129,3361
2016.07.04,13:00,1.1136,1.11395,1.11211,1.11225,3737
2016.07.04,14:00,1.11436,1.11478,1.11314,1.1136,4451
2016.07.04,14:00,1.11436,1.11478,1.11314,1.1136,4451
2016.07.04,15:00,1.11316,1.11442,1.11289,1.11438,5330
2016.07.04,16:00,1.11375,1.11445,1.11308,1.11317,5568
2016.07.04,17:00,1.11432,1.11461,1.11333,1.11375,4834
2016.07.04,18:00,1.11473,1.11483,1.11424,1.11432,2035
2016.07.04,19:00,1.11542,1.11558,1.11474,1.11474,3744
2016.07.04,20:00,1.1159,1.11593,1.11513,1.11542,1031
2016.07.04,21:00,1.11549,1.11591,1.11547,1.1159,697
2016.07.04,22:00,1.11522,1.11587,1.11521,1.11549,1460
2016.07.04,23:00,1.1148,1.11558,1.1148,1.11532,474
2016.07.05,00:00,1.11458,1.11506,1.11448,1.1148,2615
2016.07.05,01:00,1.11442,1.1149,1.11426,1.11454,1831
2016.07.05,02:00,1.11337,1.11448,1.11331,1.11443,2500
2016.07.05,03:00,1.11271,1.11356,1.11251,1.11337,3629
2016.07.05,04:00,1.11313,1.11331,1.11251,1.1127,1784
2016.07.05,05:00,1.11324,1.11343,1.11283,1.11312,1607
2016.07.05,06:00,1.11234,1.11356,1.11228,1.11325,2370
2016.07.05,06:00,1.11234,1.11356,1.11228,1.11325,2370
2016.07.05,07:00,1.11281,1.11337,1.11228,1.11234,2452
2016.07.05,08:00,1.11282,1.11403,1.11195,1.11281,6166
2016.07.05,09:00,1.11546,1.11861,1.11253,1.11284,10207
2016.07.05,10:00,1.11358,1.11579,1.113,1.11545,8115
2016.07.05,11:00,1.11427,1.11523,1.11328,1.11359,5696
2016.07.05,12:00,1.11537,1.11644,1.11418,1.11425,5695
2016.07.05,12:00,1.11537,1.11644,1.11418,1.11425,5695
2016.07.05,13:00,1.11437,1.1161,1.11382,1.11537,5761
2016.07.05,14:00,1.11544,1.11595,1.11299,1.11437,8676
2016.07.05,15:00,1.11476,1.11672,1.11416,1.11543,9351
2016.07.05,16:00,1.11059,1.11512,1.11048,1.11479,9189
2016.07.05,17:00,1.10791,1.11115,1.10734,1.11058,10595
2016.07.05,17:00,1.10791,1.11115,1.10734,1.11058,10595
2016.07.05,18:00,1.109,1.10943,1.1066,1.10794,7678
2016.07.05,19:00,1.10814,1.10929,1.10807,1.10899,3827
2016.07.05,20:00,1.10721,1.10835,1.10702,1.10812,4220
2016.07.05,21:00,1.10685,1.10751,1.10621,1.10722,3318
2016.07.05,22:00,1.10753,1.1076,1.10676,1.10683,2359
2016.07.05,23:00,1.10662,1.10757,1.10619,1.10753,1358
2016.07.06,00:00,1.10623,1.10702,1.10609,1.10664,2757
2016.07.06,01:00,1.1063,1.10684,1.1058,1.10622,4496
2016.07.06,02:00,1.10489,1.10684,1.10474,1.10629,4625
2016.07.06,03:00,1.10422,1.10577,1.10408,1.10489,7288
2016.07.06,04:00,1.10392,1.10546,1.10357,1.10421,8519
2016.07.06,05:00,1.10516,1.10552,1.10375,1.10392,4846
2016.07.06,06:00,1.10527,1.1053,1.1044,1.10518,2711
2016.07.06,07:00,1.10548,1.10579,1.10467,1.10527,4194
2016.07.06,08:00,1.10648,1.10661,1.10474,1.10546,6888
2016.07.06,09:00,1.1065,1.1073,1.10544,1.10648,10416
2016.07.06,10:00,1.10555,1.10788,1.1045,1.1065,10266
2016.07.06,11:00,1.1057,1.10642,1.10433,1.10557,8767
2016.07.06,12:00,1.10674,1.10737,1.10557,1.1057,8526
2016.07.06,13:00,1.10535,1.10743,1.10527,1.10667,8019
2016.07.06,14:00,1.10739,1.10876,1.10531,1.10535,9705
2016.07.06,15:00,1.10677,1.10846,1.10662,1.1074,9153
2016.07.06,16:00,1.10701,1.10718,1.1029,1.10674,14086
2016.07.06,17:00,1.10752,1.10855,1.10636,1.10704,10590
2016.07.06,17:00,1.10752,1.10855,1.10636,1.10704,10590
2016.07.06,18:00,1.10891,1.10962,1.10722,1.10752,8033
2016.07.06,19:00,1.10946,1.10973,1.10829,1.10891,4635
2016.07.06,20:00,1.11031,1.11075,1.10873,1.1095,5923
2016.07.06,21:00,1.11013,1.11115,1.10965,1.11031,3988
2016.07.06,22:00,1.10996,1.11032,1.10958,1.11012,2524
2016.07.06,23:00,1.1094,1.11024,1.10934,1.10996,463
2016.07.07,00:00,1.10944,1.10996,1.10897,1.1094,3135
2016.07.07,01:00,1.10967,1.11008,1.10881,1.10946,2583
2016.07.07,02:00,1.10884,1.10967,1.10853,1.10967,4374
2016.07.07,03:00,1.1085,1.10935,1.10739,1.10885,5651
2016.07.07,04:00,1.10863,1.10904,1.10806,1.10851,3045
2016.07.07,05:00,1.10959,1.10963,1.10859,1.10863,2128
2016.07.07,06:00,1.11015,1.1107,1.10934,1.10959,4260
2016.07.07,07:00,1.10894,1.1102,1.10891,1.11016,4210
2016.07.07,08:00,1.10773,1.10916,1.10743,1.10894,6379
2016.07.07,09:00,1.10628,1.10875,1.10624,1.10773,7608
2016.07.07,09:00,1.10628,1.10875,1.10624,1.10773,7608
2016.07.07,10:00,1.10812,1.10906,1.10564,1.10629,8318
2016.07.07,11:00,1.10925,1.11011,1.10742,1.1081,7181
2016.07.07,12:00,1.10823,1.10956,1.10795,1.10925,6625
2016.07.07,13:00,1.10736,1.10871,1.10711,1.10821,6101
2016.07.07,14:00,1.10865,1.10898,1.10673,1.10736,9665
2016.07.07,15:00,1.10954,1.10994,1.10813,1.10864,9677
2016.07.07,16:00,1.10712,1.10961,1.10645,1.10956,11426
2016.07.07,17:00,1.10643,1.10759,1.10584,1.10712,8738
2016.07.07,18:00,1.10639,1.10672,1.10533,1.10643,5540
2016.07.07,19:00,1.10567,1.1064,1.10538,1.1064,4497
2016.07.07,20:00,1.10543,1.10621,1.10525,1.10567,3397
2016.07.07,21:00,1.10627,1.10632,1.10532,1.10543,2894
2016.07.07,22:00,1.10614,1.10664,1.10606,1.10629,2225
2016.07.07,23:00,1.10623,1.10653,1.10599,1.10613,565
2016.07.08,00:00,1.10596,1.10659,1.10588,1.10619,2524
2016.07.08,01:00,1.10626,1.10683,1.1059,1.10595,2210
2016.07.08,02:00,1.10681,1.10743,1.10621,1.10624,3200
2016.07.08,03:00,1.10753,1.10786,1.10683,1.10683,2950
2016.07.08,04:00,1.1076,1.10783,1.10712,1.10752,2286
2016.07.08,05:00,1.10813,1.10814,1.10722,1.1076,2398
2016.07.08,06:00,1.10836,1.10842,1.10773,1.10814,2840
2016.07.08,06:00,1.10836,1.10842,1.10773,1.10814,2840
2016.07.08,07:00,1.10842,1.10897,1.10774,1.10834,3001
2016.07.08,08:00,1.10804,1.10845,1.10745,1.10842,4678
2016.07.08,09:00,1.10761,1.10833,1.1072,1.10804,6094
2016.07.08,10:00,1.10745,1.10808,1.10697,1.10761,5667
2016.07.08,11:00,1.10631,1.10757,1.10631,1.10746,5066
2016.07.08,12:00,1.10644,1.10696,1.10571,1.10628,5109
2016.07.08,13:00,1.10625,1.10715,1.10595,1.1064,4679
2016.07.08,14:00,1.1025,1.10826,1.10017,1.10625,16397
2016.07.08,15:00,1.10534,1.11205,1.10216,1.10248,23221
2016.07.08,16:00,1.10359,1.10562,1.1027,1.10529,10921
2016.07.08,16:00,1.10359,1.10562,1.1027,1.10529,10921
2016.07.08,17:00,1.10359,1.10466,1.103,1.10362,8827
2016.07.08,18:00,1.10541,1.10549,1.10348,1.10359,3857
2016.07.08,19:00,1.10422,1.10591,1.10383,1.10541,3764
2016.07.08,20:00,1.10472,1.105,1.10397,1.10424,3210
2016.07.08,21:00,1.10511,1.10558,1.10447,1.10472,3151
2016.07.11,00:00,1.10496,1.10533,1.10429,1.10519,9699
2016.07.11,01:00,1.1044,1.10521,1.10415,1.10497,2251
2016.07.11,02:00,1.10382,1.10469,1.10336,1.1044,4325
2016.07.11,03:00,1.10445,1.10476,1.10374,1.10381,3660
2016.07.11,04:00,1.10497,1.10549,1.10443,1.10445,2295
2016.07.11,05:00,1.1054,1.10555,1.10476,1.10498,1583
2016.07.11,06:00,1.10469,1.10543,1.10451,1.10541,2954
2016.07.11,07:00,1.10439,1.10487,1.10421,1.10468,3436
2016.07.11,08:00,1.10411,1.10537,1.1033,1.1044,7451
2016.07.11,09:00,1.10249,1.10431,1.10154,1.10409,8913
2016.07.11,10:00,1.10262,1.10395,1.10205,1.1025,7581
2016.07.11,11:00,1.1032,1.10343,1.10208,1.10263,5421
2016.07.11,12:00,1.10473,1.10478,1.10281,1.10322,7183
2016.07.11,13:00,1.10459,1.10595,1.10421,1.10474,7715
2016.07.11,14:00,1.10536,1.10555,1.10419,1.10455,9063
2016.07.11,14:00,1.10536,1.10555,1.10419,1.10455,9063
2016.07.11,15:00,1.1064,1.10743,1.1049,1.10535,10631
2016.07.11,16:00,1.10445,1.10687,1.10441,1.10639,9316
2016.07.11,17:00,1.10442,1.10496,1.10353,1.10445,7663
2016.07.11,18:00,1.10531,1.10543,1.10442,1.10444,3495
2016.07.11,19:00,1.10564,1.10589,1.10511,1.10528,2510
2016.07.11,20:00,1.10564,1.1062,1.10545,1.10564,2726
2016.07.11,21:00,1.10569,1.10631,1.1055,1.10562,2830
2016.07.11,22:00,1.10574,1.10612,1.10549,1.10569,1911
2016.07.11,23:00,1.10598,1.1061,1.10556,1.10562,546
2016.07.12,00:00,1.10596,1.10666,1.10564,1.10599,2743
2016.07.12,01:00,1.10566,1.10606,1.10554,1.10596,1302
2016.07.12,02:00,1.1059,1.1061,1.10524,1.10566,3833
2016.07.12,03:00,1.10766,1.10812,1.1052,1.10593,5585
2016.07.12,04:00,1.10865,1.10908,1.10732,1.10766,5461
2016.07.12,05:00,1.10771,1.10867,1.10758,1.10866,3148
2016.07.12,06:00,1.10773,1.10783,1.10733,1.10771,2179
2016.07.12,07:00,1.10858,1.10871,1.10747,1.10773,2877
2016.07.12,08:00,1.10888,1.10898,1.10793,1.1086,6780
2016.07.12,09:00,1.11099,1.11257,1.10869,1.10888,13571
2016.07.12,10:00,1.11109,1.11219,1.11056,1.11101,10023
2016.07.12,11:00,1.11057,1.11163,1.11035,1.11109,8738
2016.07.12,12:00,1.10923,1.11142,1.10916,1.11057,6819
2016.07.12,13:00,1.10923,1.10953,1.10798,1.10918,8113
2016.07.12,14:00,1.11015,1.11054,1.10889,1.10922,9646
2016.07.12,15:00,1.10923,1.11024,1.10819,1.11014,10456
2016.07.12,16:00,1.1072,1.10985,1.10646,1.10923,11201
2016.07.12,17:00,1.10726,1.10763,1.10606,1.10717,9851
2016.07.12,18:00,1.10913,1.10917,1.1072,1.10726,6328
2016.07.12,19:00,1.10744,1.10917,1.10684,1.10912,4036
2016.07.12,20:00,1.10692,1.10744,1.10644,1.10744,3191
2016.07.12,21:00,1.10621,1.10696,1.10605,1.10692,3183
2016.07.12,21:00,1.10621,1.10696,1.10605,1.10692,3183
2016.07.12,22:00,1.10602,1.10643,1.10593,1.10621,1845
2016.07.12,23:00,1.10636,1.10653,1.10596,1.10602,586
2016.07.13,00:00,1.1063,1.10649,1.10615,1.10636,2293
2016.07.13,01:00,1.10597,1.10669,1.10582,1.1063,2411
2016.07.13,02:00,1.10616,1.1063,1.10533,1.10593,4987
2016.07.13,03:00,1.10615,1.10697,1.10571,1.10615,5240
2016.07.13,04:00,1.10638,1.10646,1.10547,1.10614,4987
2016.07.13,05:00,1.10616,1.10691,1.10609,1.10638,3790
2016.07.13,06:00,1.10654,1.10656,1.10589,1.10617,3571
2016.07.13,07:00,1.10681,1.1071,1.1063,1.10655,3867
2016.07.13,08:00,1.10574,1.10681,1.10553,1.10681,6296
2016.07.13,09:00,1.10463,1.10632,1.10418,1.10574,10414
2016.07.13,10:00,1.10593,1.10625,1.10428,1.10463,8160
2016.07.13,11:00,1.1078,1.10808,1.10498,1.10593,8935
2016.07.13,12:00,1.10846,1.10847,1.10719,1.10779,8202
2016.07.13,12:00,1.10846,1.10847,1.10719,1.10779,8202
2016.07.13,13:00,1.1074,1.10851,1.1072,1.10847,6686
2016.07.13,14:00,1.10874,1.10883,1.10665,1.10741,7415
2016.07.13,15:00,1.10828,1.10945,1.10795,1.10874,8685
2016.07.13,16:00,1.11016,1.11197,1.10816,1.10829,12127
2016.07.13,17:00,1.11118,1.11142,1.10999,1.11016,8369
2016.07.13,18:00,1.11081,1.11167,1.1102,1.11118,4819
2016.07.13,19:00,1.11074,1.1113,1.11049,1.11081,3588
2016.07.13,20:00,1.11072,1.11105,1.11063,1.11075,2497
2016.07.13,21:00,1.10935,1.11083,1.10929,1.11072,3231
2016.07.13,22:00,1.1089,1.10966,1.10872,1.10937,2228
2016.07.13,23:00,1.10933,1.10963,1.10867,1.1089,675
2016.07.14,00:00,1.1098,1.1101,1.10935,1.10939,3883
2016.07.14,01:00,1.10947,1.11033,1.10923,1.1098,3188
2016.07.14,02:00,1.10965,1.11001,1.10927,1.10948,3936
2016.07.14,03:00,1.11093,1.11097,1.10944,1.10964,5798
2016.07.14,04:00,1.11121,1.1116,1.11051,1.11093,3906
2016.07.14,05:00,1.11048,1.11125,1.11034,1.11119,4300
2016.07.14,06:00,1.11112,1.11115,1.11016,1.11049,3054
2016.07.14,07:00,1.11031,1.11213,1.1101,1.11112,5109
2016.07.14,08:00,1.1105,1.11288,1.11024,1.11031,12464
2016.07.14,09:00,1.10989,1.11062,1.10885,1.1105,9543
2016.07.14,10:00,1.11077,1.11101,1.10932,1.1099,8197
2016.07.14,11:00,1.1112,1.11169,1.11042,1.11075,7572
2016.07.14,12:00,1.11034,1.11161,1.10964,1.1112,8949
2016.07.14,13:00,1.11511,1.11645,1.11019,1.11034,18395
2016.07.14,14:00,1.11148,1.11647,1.11097,1.11514,10670
2016.07.14,15:00,1.11118,1.1119,1.11005,1.11148,10035
2016.07.14,16:00,1.11041,1.11244,1.11025,1.11118,7902
2016.07.14,17:00,1.11067,1.11135,1.10976,1.11042,6228
2016.07.14,18:00,1.11132,1.11207,1.11068,1.11068,3164
2016.07.14,19:00,1.11197,1.11295,1.11116,1.11134,3454
2016.07.14,20:00,1.11218,1.11257,1.11176,1.11198,2489
2016.07.14,21:00,1.11128,1.11242,1.11121,1.11218,2423
2016.07.14,22:00,1.11184,1.11215,1.11127,1.11128,1457
2016.07.14,23:00,1.11126,1.11198,1.1112,1.11186,986
2016.07.15,00:00,1.11123,1.11173,1.11105,1.11129,2777
2016.07.15,01:00,1.11057,1.11179,1.11018,1.11123,3221
2016.07.15,02:00,1.1116,1.1119,1.11049,1.11057,5809
2016.07.15,03:00,1.11124,1.11158,1.11072,1.11158,4233
2016.07.15,04:00,1.11332,1.11396,1.11046,1.11127,6560
2016.07.15,05:00,1.11303,1.11366,1.11274,1.11332,3217
2016.07.15,06:00,1.11261,1.11377,1.11245,1.11303,4489
2016.07.15,07:00,1.11184,1.11276,1.11172,1.11261,4283
2016.07.15,08:00,1.11253,1.11316,1.11155,1.11188,7658
2016.07.15,09:00,1.11325,1.11395,1.11251,1.11251,9677
2016.07.15,10:00,1.11382,1.11486,1.11319,1.11326,7070
2016.07.15,11:00,1.11412,1.11433,1.11301,1.11383,7505
2016.07.15,12:00,1.1136,1.11436,1.11342,1.11411,6186
2016.07.15,13:00,1.11224,1.11399,1.11209,1.1136,6355
2016.07.15,14:00,1.11164,1.11343,1.11062,1.11225,10734
2016.07.15,15:00,1.10815,1.11183,1.10714,1.11163,11368
2016.07.15,15:00,1.10815,1.11183,1.10714,1.11163,11368
2016.07.15,16:00,1.10713,1.10899,1.10644,1.10823,8702
2016.07.15,17:00,1.10585,1.10729,1.1056,1.10713,7293
2016.07.15,18:00,1.10618,1.10681,1.10528,1.10585,7564
2016.07.15,19:00,1.10645,1.10676,1.10589,1.10615,3785
